"Wholesale of computers, computer peripheral equipment and software",4651,641,847.8
Wholesale of electronic and telecommunications equipment and parts ,4652,537.1,658.4
"Wholesale of other machinery, equipment and supplies ",466,545.7,628
"Wholesale of agricultural machinery, equipment and supplies ",4661,497.8,512
Wholesale of machine tools,4662,656.6,666.4
"Wholesale of mining, construction and civil engineering machinery ",4663,555.8,631.4
Wholesale of machinery for the textile industry and of sewing and knitting machines ,4664,,
Wholesale of office furniture ,4665,681,786.2
Wholesale of other office machinery and equipment,4666,489.7,587.3
Wholesale of other machinery and equipment,4669,546.8,641.9
Other specialised wholesale ,467,470,569.1
"Wholesale of solid, liquid and gaseous fuels and related products ",4671,586.3,790.9
Wholesale of metals and metal ores ,4672,430,537.5
"Wholesale of wood, construction materials and sanitary equipment  ",4673,454.8,527.5
"Wholesale of hardware, plumbing and heating equipment and supplies ",4674,470.3,568.8
Wholesale of chemical products ,4675,613,763
Wholesale of other intermediate products,4676,450.6,609.8
Wholesale of waste and scrap,4677,431.8,562.9
Non-specialised wholesale trade,469,479.1,617.9
Non-specialised wholesale trade ,4690,479.1,617.9
"Retail trade, except of motor vehicles and motorcycles ",47,322.1,389.3
Retail sale in non-specialised stores ,471,297.2,351.1
"Retail sale in non-specialised stores with food, beverages or tobacco predominating ",4711,295.8,348.5
Other retail sale in non-specialised stores  ,4719,300.1,360.1
"Retail sale of food, beverages and tobacco in specialised stores ",472,321.6,334.9
Retail sale of fruit and vegetables in specialised stores ,4721,262.5,266.8
Retail sale of meat and meat products in specialised stores,4722,337.6,348.5
"Retail sale of fish, crustaceans and molluscs in specialised stores ",4723,,224.2
"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores ",4724,320,349
Retail sale of beverages in specialised stores ,4725,,344.8
Retail sale of tobacco products in specialised stores ,4726,353.5,332.8
Other retail sale of food in specialised stores ,4729,287.1,313.9
Retail sale of automotive fuel in specialised stores ,473,383.2,702.1
Retail sale of automotive fuel in specialised stores ,4730,383.2,702.1
Retail sale of information and communication equipment in specialised stores ,474,364.1,552.6
"Retail sale of computers, peripheral units and software in specialised stores",4741,354.3,372.5
Retail sale of telecommunications equipment in specialised stores,4742,,
Retail sale of audio and video equipment in specialised stores ,4743,,422.6
Retail sale of other household equipment in specialised stores ,475,356.7,397.7
Retail sale of textiles in specialised stores ,4751,,480.5
"Retail sale of hardware, paints and glass in specialised stores ",4752,340,383.8
"Retail sale of carpets, rugs, wall and floor coverings in specialised stores ",4753,384.6,432
Retail sale of electrical household appliances in specialised stores ,4754,335,364.6
"Retail sale of furniture, lighting equipment and other household articles in specialised stores ",4759,373.7,416.3
Retail sale of cultural and recreation goods in specialised stores ,476,309.2,343.2
Retail sale of books in specialised stores ,4761,307.8,315.5
Retail sale of newspapers and stationery in specialised stores ,4762,224.8,266.6
Retail sale of music and video recordings in specialised stores ,4763,,399.9
Retail sale of sporting equipment in specialised stores ,4764,317.3,351.5
Retail sale of games and toys in specialised stores ,4765,,442.1
Retail sale of other goods in specialised stores ,477,338.9,423.8
Retail sale of clothing in specialised stores ,4771,329.6,437.9
Retail sale of footwear and leather goods in specialised stores,4772,271.8,338.2
Dispensing chemist in specialised stores ,4773,303.2,427
Retail sale of medical and orthopaedic goods in specialised stores ,4774,475,578.5
Retail sale of cosmetic and toilet articles in specialised stores ,4775,,352
"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",4776,333.8,390
Retail sale of watches and jewellery in specialised stores ,4777,465.3,519.2
Other retail sale of new goods in specialised stores,4778,350.3,409.8
Retail sale of second-hand goods in stores ,4779,306.4,426.4
Retail sale via stalls and markets ,478,,
"Retail sale via stalls and markets of food, beverages and tobacco products ",4781,,
"Retail sale via stalls and markets of textiles, clothing and footwear ",4782,,
Retail sale via stalls and markets of other goods ,4789,,
"Retail trade not in stores, stalls or markets ",479,383.3,560.1
Retail sale via mail order houses or via Internet ,4791,390.4,581.7
"Other retail sale not in stores, stalls or markets  ",4799,348.2,413.6
TRANSPORTATION AND STORAGE ,H,488.5,576
Land transport and transport via pipelines ,49,484,548.2
"Passenger rail transport, interurban ",491,753.8,785.2
"Passenger rail transport, interurban ",4910,753.8,785.2
Freight rail transport ,492,777.3,759.5
Freight rail transport ,4920,777.3,759.5
Other passenger land transport ,493,467,541.1
Urban and suburban passenger land transport ,4931,502.9,590.1
Taxi operation ,4932,267.7,295.5
Other passenger land transport n.e.c.,4939,400,400.3
Freight transport by road and removal services ,494,460,488.3
Freight transport by road ,4941,460.2,487.1
Removal services ,4942,436.8,516.9
Transport via pipeline ,495,455.4,489.5
Transport via pipeline ,4950,455.4,489.5
Water transport ,50,683.9,799.9
Sea and coastal passenger water transport ,501,677.3,787.8
Sea and coastal passenger water transport ,5010,677.3,787.8
Sea and coastal freight water transport ,502,,796.5
Sea and coastal freight water transport,5020,,796.5
Inland passenger water transport ,503,,
Inland passenger water transport  ,5030,,
Inland freight water transport ,504,,
Inland freight water transport ,5040,,
Air transport ,51,716.1,924.9
Passenger air transport ,511,722.2,930.7
Passenger air transport ,5110,722.2,930.7
Freight air transport and space transport ,512,571.6,636.5
Freight air transport ,5121,571.6,636.5
Space transport ,5122,,
Warehousing and support activities for transportation ,52,507.9,613.4
Warehousing and storage ,521,453.1,512.9
Warehousing and storage,5210,453.1,512.9
Support activities for transportation ,522,563,687.5
Service activities incidental to land transportation,5221,600.1,698.2
Service activities incidental to water transportation,5222,582.9,657.9
Service activities incidental to air transportation ,5223,574,768.2
Cargo handling,5224,498.1,634.7
Other transportation support activities ,5229,509.3,611.2
Postal and courier activities ,53,441.6,492.3
Postal activities under universal service obligation ,531,440.6,479.3
Postal activities under universal service obligation ,5310,440.6,479.3
Other postal and courier activities ,532,443,514.9
Other postal and courier activities,5320,443,514.9
ACCOMMODATION AND FOOD SERVICE ACTIVITIES ,I,298.8,328
Accommodation ,55,327.1,372.2
Hotels and similar accommodation ,551,326,372.2
Hotels and similar accommodation ,5510,326,372.2
Holiday and other short stay accommodation ,552,344.7,353.7
Holiday and other short stay accommodation,5520,344.7,353.7
"Camping grounds, recreational vehicle parks and trailer parks ",553,313,363.5
"Camping grounds, recreational vehicle parks and trailer parks ",5530,313,363.5
Other accommodation ,559,,
Other accommodation,5590,,
Food and beverage service activities ,56,282,316.1
Restaurants and mobile food service activities ,561,254.7,291.1
Restaurants and mobile food service activities ,5610,254.7,291.1
Event catering and other food service activities ,562,381.5,425.1
Event catering activities ,5621,385.9,418.4
Other food service activities ,5629,378.5,430.8
Beverage serving activities ,563,285,312.3
Beverage serving activities ,5630,285,312.3
INFORMATION AND COMMUNICATION ,J,710.3,822.4
Publishing activities ,58,653.3,747.1
"Publishing of books, periodicals and other publishing activities ",581,631.2,740.6
Book publishing ,5811,592.4,754.4
Publishing of directories and mailing lists,5812,,
Publishing of newspapers  ,5813,585.4,723
Publishing of journals and periodicals ,5814,671.1,725.5
Other publishing activities ,5819,,790.5
Software publishing ,582,689.9,795.5
Publishing of computer games ,5821,,959.7
Other software publishing ,5829,674.4,776.1
"Motion picture, video and television programme production, sound recording and music publishing activities ",59,554.7,652.7
"Motion picture, video and television programme activities ",591,546.7,655.8
"Motion picture, video and television programme production activities ",5911,634.8,715.6
"Motion picture, video and television programme post-production activities ",5912,632.9,789.6
"Motion picture, video and television programme distribution activities",5913,,
Motion picture projection activities ,5914,,308.6
Sound recording and music publishing activities ,592,,630.8
Sound recording and music publishing activities ,5920,,630.8
Programming and broadcasting activities ,60,742,823
Radio broadcasting ,601,,656.8
Radio broadcasting ,6010,,656.8
Television programming and broadcasting activities ,602,749,847.6
Television programming and broadcasting activities ,6020,749,847.6
Telecommunications ,61,650,763.6
Wired telecommunications activities ,611,660.2,788.1
Wired telecommunications activities ,6110,660.2,788.1
Wireless telecommunications activities ,612,780.5,855
Wireless telecommunications activities ,6120,780.5,855
Satellite telecommunications activities ,613,476.9,482.6
Satellite telecommunications activities ,6130,476.9,482.6
Other telecommunications activities ,619,654.5,763.7
Other telecommunications activities,6190,654.5,763.7
"Computer programming, consultancy and related activities ",62,743.2,852.3
"Computer programming, consultancy and related activities ",620,743.2,852.3
Computer programming activities   ,6201,721.6,841.1
Computer consultancy activities ,6202,747.8,838.3
Computer facilities management activities ,6203,,
Other information technology and computer service activities ,6209,766.6,907.7
Information service activities ,63,869.5,1032
"Data processing, hosting and related activities; web portals ",631,862.4,1014
"Data processing, hosting and related activities ",6311,766.9,858
Web portals ,6312,1195.5,1456
Other information service activities ,639,,1084.6
News agency activities ,6391,,1274.4
Other information service activities n.e.c. ,6399,,
FINANCIAL AND INSURANCE ACTIVITIES ,K,849.9,1121.5
"Financial service activities, except insurance and pension funding ",64,948.6,1200.6
Monetary intermediation ,641,968.7,1236.8
Central banking ,6411,,1668.5
Other monetary intermediation ,6419,958.6,1225.7
Activities of holding companies ,642,,
Activities of holding companies distribution,6420,,
"Trusts, funds and similar financial entities ",643,1418.8,1544.2
"Trusts, funds and similar financial entities  ",6430,1418.8,1544.2
"Other financial service activities, except insurance and pension funding ",649,670.8,902.9
Financial leasing ,6491,,979.9
Other credit granting,6492,537,779.9
"Other financial service activities, except insurance and pension funding, n.e.c.",6499,841.6,1047.1
"Insurance, reinsurance and pension funding, except compulsory social security ",65,699.6,841.9
Insurance ,651,700.3,838.9
Life insurance ,6511,908.3,937.4
Non-life insurance ,6512,653.1,791.8
Reinsurance ,652,,
Reinsurance,6520,,
Pension funding ,653,,
Pension funding ,6530,,
Activities auxiliary to financial services and insurance activities ,66,788.7,1092.4
"Activities auxiliary to financial services, except insurance and pension funding ",661,809.7,1145.9
Administration of financial markets ,6611,,1120.9
Security and commodity contracts brokerage ,6612,773.3,996.1
"Other activities auxiliary to financial services, except insurance and pension funding",6619,804.7,1175.5
Activities auxiliary to insurance and pension funding ,662,671.5,941.5
Risk and damage evaluation ,6621,623.3,831.9
Activities of insurance agents and brokers ,6622,680.8,950.9
Other activities auxiliary to insurance and pension funding ,6629,652.8,948.6
Fund management activities ,663,1322.4,1573.2
Fund management activities ,6630,1322.4,1573.2
REAL ESTATE ACTIVITIES ,L,504,594.2
Real estate activities ,68,504,594.2
Buying and selling of own real estate ,681,,
Buying and selling of own real estate ,6810,,
Renting and operating of own or leased real estate ,682,527.6,603.2
Renting and operating of own or leased real estate ,6820,527.6,603.2
Real estate activities on a fee or contract basis ,683,479.1,587.8
Real estate agencies ,6831,465.2,579
Management of real estate on a fee or contract basis ,6832,494.5,599.6
"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES ",M,670.8,814.1
Legal and accounting activities ,69,670.8,824.9
Legal activities ,691,766.6,922.6
Legal activities,6910,766.6,922.6
"Accounting, bookkeeping and auditing activities; tax consultancy ",692,632.4,764.8
"Accounting, bookkeeping and auditing activities; tax consultancy",6920,632.4,764.8
Activities of head offices; management consultancy activities ,70,645.9,859.7
Activities of head offices ,701,675.7,996.5
Activities of head offices ,7010,675.7,996.5
Management consultancy activities ,702,636.7,824.2
Public relations and communication activities,7021,597.4,939.4
Business and other management consultancy activities ,7022,636.9,818.6
Architectural and engineering activities; technical testing and analysis ,71,680.4,799.1
Architectural and engineering activities and related technical consultancy ,711,700.4,815.5
Architectural activities ,7111,670.8,794.1
Engineering activities and related technical consultancy,7112,709.1,819.1
Technical testing and analysis,712,541.6,645.5
Technical testing and analysis ,7120,541.6,645.5
Scientific research and development ,72,746.2,854.5
Research and experimental development on natural sciences and engineering ,721,755.7,864.2
Research and experimental development on biotechnology ,7211,,990.1
Other research and experimental development on natural sciences and engineering ,7219,745.6,858.5
Research and experimental development on social sciences and humanities ,722,596.3,647.1
Research and experimental development on social sciences and humanities ,7220,596.3,647.1
Advertising and market research ,73,643.2,782.6
Advertising ,731,632.4,792.6
Advertising agencies ,7311,623.1,810.7
Media representation ,7312,690.5,710.7
Market research and public opinion polling ,732,670.8,748.2
Market research and public opinion polling ,7320,670.8,748.2
"Other professional, scientific and technical activities ",74,574.9,697.5
Specialised design activities ,741,583.2,724.8
Specialised design activities ,7410,583.2,724.8
Photographic activities,742,,486.4
Photographic activities,7420,,486.4
Translation and interpretation activities ,743,389,469.4
Translation and interpretation activities ,7430,389,469.4
"Other professional, scientific and technical activities n.e.c. ",749,594.1,707.4
"Other professional, scientific and technical activities n.e.c. ",7490,594.1,707.4
Veterinary activities ,75,618.2,716.6
Veterinary activities ,750,618.2,716.6
Veterinary activities ,7500,618.2,716.6
ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES ,N,390,474.7
Rental and leasing activities ,77,479.1,551
Renting and leasing of motor vehicles,771,483.7,555.1
Renting and leasing of cars and light motor vehicles ,7711,416.2,526.8
Renting and leasing of trucks ,7712,561.4,651.4
Renting and leasing of personal and household goods ,772,432.2,524.2
Renting and leasing of recreational and sports goods ,7721,520,512.3
Renting of video tapes and disks ,7722,,
Renting and leasing of other personal and household goods,7729,364.4,532.2
"Renting and leasing of other machinery, equipment and tangible goods ",773,479.1,548.7
Renting and leasing of agricultural machinery and equipment ,7731,435.8,496.7
Renting and leasing of construction and civil engineering machinery and equipment ,7732,475.4,548.7
Renting and leasing of office machinery and equipment (including computers) ,7733,440.6,452.9
Renting and leasing of water transport equipment,7734,,
Renting and leasing of air transport equipment,7735,,
"Renting and leasing of other machinery, equipment and tangible goods n.e.c. ",7739,482.2,557.8
"Leasing of intellectual property and similar products, except copyrighted works ",774,,680.9
"Leasing of intellectual property and similar products, except copyrighted works ",7740,,680.9
Employment activities ,78,341.9,406.1
Activities of employment placement agencies ,781,377.1,448.7
Activities of employment placement agencies ,7810,377.1,448.7
Temporary employment agency activities ,782,334,397.6
Temporary employment agency activities ,7820,334,397.6
Other human resources provision ,783,,
Other human resources provision ,7830,,
"Travel agency, tour operator and other reservation service and related activities ",79,487.8,645
Travel agency and tour operator activities ,791,494,661.2
Travel agency activities ,7911,479.1,632.5
Tour operator activities ,7912,536.6,698.3
Other reservation service and related activities ,799,,463.8
Other reservation service and related activities ,7990,,463.8
Security and investigation activities ,80,407,426.6
Private security activities ,801,401.8,418.1
Private security activities,8010,401.8,418.1
Security systems service activities ,802,485.5,549.7
Security systems service activities ,8020,485.5,549.7
Investigation activities ,803,,
Investigation activities ,8030,,
Services to buildings and landscape activities ,81,372.3,425.2
Combined facilities support activities ,811,488.7,539.9
Combined facilities support activities  ,8110,488.7,539.9
Cleaning activities ,812,273.3,309.6
General cleaning of buildings ,8121,220,271.6
Other building and industrial cleaning activities ,8122,360,450.7
Other cleaning activities ,8129,387.6,422.1
Landscape service activities ,813,365.2,392.4
Landscape service activities ,8130,365.2,392.4
"Office administrative, office support and other business support activities ",82,464.8,634.4
Office administrative and support activities,821,460.4,726.4
Combined office administrative service activities ,8211,,
"Photocopying, document preparation and other specialised office support activities ",8219,,602.5
Activities of call centres,822,316.4,433.5
Activities of call centres ,8220,316.4,433.5
Organisation of conventions and trade shows,823,606.2,660
Convention and trade show organizers,8230,606.2,660
Business support service activities nec,829,488.3,656.8
Activities of collection agencies and credit bureaus,8291,482.2,646.7
Packaging activities,8292,424.8,619.5
Other business support service activities n.e.c. ,8299,502.6,662.5
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY ,O,612.1,636.9
Public administration and defence; compulsory social security ,84,612.1,636.9
Administration of the State and the economic and social policy of the community,841,549.2,596.6
General public administration activities ,8411,527.9,575.9
"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security ",8412,707,736.1
Regulation of and contribution to more efficient operation of businesses ,8413,857.5,942.5
Provision of services to the community as a whole ,842,697.5,682
Foreign affairs ,8421,685.2,785.2
Defence activities ,8422,590.2,648.3
Justice and judicial activities ,8423,539,576.2
Public order and safety activities ,8424,730.7,727.7
Fire service activities ,8425,603.7,584.3
Compulsory social security activities ,843,448.6,495
Compulsory social security activities ,8430,448.6,495
EDUCATION ,P,583.2,618.6
Education ,85,583.2,618.6
Pre-primary education ,851,,424.1
Pre-primary education ,8510,,424.1
Primary education ,852,545.1,573.2
Primary education ,8520,545.1,573.2
Secondary education ,853,582.2,596.5
General secondary education ,8531,625.1,628.4
Technical and vocational secondary education ,8532,516.9,524.2
Higher education ,854,669.9,713.2
Post-secondary non-tertiary education ,8541,474.6,457.7
Tertiary education,8542,690,726.8
Other education ,855,454.2,556.3
Sports and recreation education  ,8551,,
Cultural education ,8552,,
Driving school activities ,8553,,571
Other education n.e.c. ,8559,468.7,573.7
Educational support activities ,856,684.6,721.8
Educational support activities,8560,684.6,721.8
HUMAN HEALTH AND SOCIAL WORK ACTIVITIES ,Q,468.7,619
Human health activities ,86,547.7,723.9
Hospital activities ,861,561.4,754.7
Hospital activities,8610,561.4,754.7
Medical and dental practice activities ,862,465.3,578.1
General medical practice activities,8621,,636.7
Specialist medical practice activities ,8622,,
Dental practice activities ,8623,,422.9
Other human health activities ,869,515.5,614.3
Other human health activities  ,8690,515.5,614.3
Residential care activities ,87,346.1,410.2
Residential nursing care activities ,871,339.7,405.1
Residential nursing care activities ,8710,339.7,405.1
"Residential care activities for mental retardation, mental health and substance abuse ",872,372.5,447.3
"Residential care activities for mental retardation, mental health and substance abuse ",8720,372.5,447.3
Residential care activities for the elderly and disabled,873,332.5,392.5
Residential care activities for the elderly and disabled ,8730,332.5,392.5
Other residential care activities,879,362.3,420.3
Other residential care activities ,8790,362.3,420.3
Social work activities without accommodation ,88,371.4,421.3
Social work activities without accommodation for the elderly and disabled ,881,325.8,345.5
Social work activities without accommodation for the elderly and disabled ,8810,325.8,345.5
Other social work activities without accommodation,889,412,455.4
Child day-care activities ,8891,291.4,338.6
Other social work activities without accommodation n.e.c. ,8899,435.1,477.5
"ARTS, ENTERTAINMENT AND RECREATION ",R,348.8,552.5
"Creative, arts and entertainment activities ",90,503.2,740.8
"Creative, arts and entertainment activities ",900,503.2,740.8
Performing arts ,9001,533.4,
Support activities to performing arts ,9002,,729.5
Artistic creation ,9003,442.5,568.7
Operation of arts facilities,9004,,513.7
"Libraries, archives, museums and other cultural activities ",91,411.9,476.9
"Libraries, archives, museums and other cultural activities ",910,411.9,476.9
Library and archive activities ,9101,565.6,667.4
Museum activities ,9102,414.3,464.6
Operation of historical sites and buildings and similar visitor attractions ,9103,,398.8
Botanical and zoological gardens and nature reserve activities ,9104,395.6,441.4
Gambling and betting activities ,92,359,439
Gambling and betting activities ,920,359,439
Gambling and betting activities ,9200,359,439
Sports activities and amusement and recreation activities ,93,312,566.8
Sports activities ,931,321.9,592.6
Operation of sports facilities ,9311,255.7,309.8
Activities of sport clubs ,9312,348.1,
Fitness facilities ,9313,328.1,402
Other sports activities ,9319,448.9,643.4
Amusement and recreation activities ,932,,332.4
Activities of amusement parks and theme parks ,9321,,288.5
Other amusement and recreation activities  ,9329,,376.6
OTHER SERVICE ACTIVITIES ,S ,443.7,524.2
Activities of membership organisations ,94,458.9,530.5
"Activities of business, employers and professional membership organisations ",941,683.4,823.2
Activities of business and employers membership organisations ,9411,594.7,818.4
Activities of professional membership organisations ,9412,708.5,825
Activities of trade unions ,942,,888.8
Activities of trade unions ,9420,,888.8
Activities of other membership organisations ,949,422.7,428.7
Activities of religious organisations  ,9491,431.5,408
Activities of political organisations ,9492,,
Activities of other membership organisations n.e.c. ,9499,406.5,459.2
Repair of computers and personal and household goods ,95,514.1,662
Repair of computers and communication equipment ,951,611.6,734.6
Repair of computers and peripheral equipment ,9511,615.6,778.2
Repair of communication equipment ,9512,,502.4
Repair of personal and household goods ,952,397.8,409
Repair of consumer electronics  ,9521,,495.7
Repair of household appliances and home and garden equipment ,9522,396.8,391.9
Repair of footwear and leather goods  ,9523,330.5,353.1
Repair of furniture and home furnishings ,9524,334,365.6
"Repair of watches, clocks and jewellery ",9525,346.1,396.7
Repair of other personal and household goods ,9529,393.3,381.3
Other personal service activities ,96,397.3,464.1
Other personal service activities ,960,397.3,464.1
Washing and (dry-)cleaning of textile and fur products ,9601,331.4,392.2
Hairdressing and other beauty treatment ,9602,246.7,281.3
Funeral and related activities ,9603,349.9,341.1
Physical well-being activities ,9604,,
Other personal service activities n.e.c,9609,454.1,547.6
ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE ,T ,,244.3
Activities of households as employers of domestic personnel ,97,,244.3
Activities of households as employers of domestic personnel,970,,244.3
Activities of households as employers of domestic personnel ,9700,,244.3
Undifferentiated goods- and services-producing activities of private households for own use ,98,,
Undifferentiated goods-producing activities of private households for own use,981,,
Undifferentiated goods-producing activities of private households for own use ,9810,,
Undifferentiated service producing activities of private households for own use,982,,
Undifferentiated service-producing activities of private households for own use,9820,,
ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES ,U ,541.4,564.5
Activities of extraterritorial organisations and bodies ,99,541.4,564.5
Activities of extraterritorial organisations and bodies,990,541.4,564.5
Activities of extraterritorial organisations and bodies ,9900,541.4,564.5
NOT CLASSIFIED,,,561.5
